"ID_aux";"CODIGO_UNIV";"VIA";"CODIGO";"PREFERENCIA";"PTJE_POND";"TIPO_MATRICULA"
"id_2547925574739";19;1;1950;1;704,1;1
"id_6089960378980";22;1;2277;1;517,9;1
"id_2165921276595";22;1;2277;1;598,1;1
"id_2353923375332";12;1;1239;1;806,5;1
"id_2363923276347";22;1;2257;1;576;1
"id_2361923276132";22;1;2281;9;624;2
"id_2464924176468";22;1;2220;1;523,2;1
"id_2545925574584";23;1;2365;1;615,2;1
"id_2355923375519";22;1;2223;1;655;1
"id_2025920672591";22;1;2279;2;531,4;1
"id_2075920977501";14;1;1401;2;740,05;1
"id_2382923378227";22;1;2272;2;618,7;1
"id_2296922379654";22;1;2272;1;738,2;1
"id_2292922379283";22;1;2208;1;535,5;1
"id_2540925574040";22;1;2265;1;473,2;1
"id_2397923379762";18;1;1888;1;648,9;1
"id_2361923276113";22;1;2255;1;635,85;1
"id_2121921272170";22;1;2227;5;517,95;1
"id_2389923378950";22;1;2279;2;528,4;1
"id_2378923377801";22;1;2226;1;595,4;1
"id_4217942671734";22;1;2272;1;670,6;1
"id_2127921272767";22;1;2275;1;520,9;1
"id_2387923378716";22;1;2261;1;604,4;1
"id_2382923378225";22;1;2227;1;650,55;1
"id_2398923379834";22;1;2270;1;512,65;1
"id_2394923379460";22;1;2276;1;555,8;1
"id_2388923378814";22;1;2272;1;614,5;1
"id_2378923377868";22;1;2272;1;667,1;1
"id_2134921273418";22;1;2255;9;539,5;2
"id_2383923378378";24;1;2447;3;722,55;1
"id_2363923276316";22;1;2270;4;551,4;1
"id_2521925572167";22;1;2207;1;533,15;1
"id_2397923379724";22;1;2252;1;683,35;1
"id_2133921273396";22;1;2258;1;681,45;1
"id_2356923375610";22;1;2220;1;628,7;1
"id_2358923375872";22;1;2272;1;568,3;1
"id_2103921270359";18;1;1840;1;617,8;1
"id_2161921276133";22;1;2280;1;663,9;1
"id_2393923379336";22;1;2265;1;515,9;1
"id_2378923377807";22;1;2233;2;586,55;1
"id_2397923379769";22;1;2233;1;651,3;1
"id_2164921276470";22;1;2252;4;554,7;1
"id_2399923379955";22;1;2226;2;658,05;1
"id_2987929478768";22;1;2229;1;544,1;1
"id_2385923378555";22;1;2277;2;548,2;1
"id_2384923378458";22;1;2252;1;574,25;1
"id_2358923375882";22;1;2208;9;508,9;2
